book_name,price,year,pub,authors,rating,rate_people,desc,img
素食者, 48, 2021-9 ,四川文艺出版社,[韩] 韩江  胡椒筒 ,8.0,40751,亚洲首位国际布克文学奖得主获奖作品 我在写作时，经常会思考这些问题：人类的暴力能达到什么程度；如何界定理智和疯狂；我们能在多大程度上理解别人。我希望《素食者...,https://img3.doubanio.com/view/subject/s/public/s33956462.jpg
她厌男，她是我女友, 48.00元, 2023-5-25 ,中国友谊出版公司,[韩] 闵智炯  黄莞婷 ,7.3,11106,以韩国男性为第一视角的女性小说，每一句都太典了！ · ★是这个世界让我成为了女性主义者——比《82年生的金智英》更进一步，超高讨论度的韩国女性小说。 荣获韩...,https://img1.doubanio.com/view/subject/s/public/s34527419.jpg
蝲蛄吟唱的地方, 58.00元, 2019-10 ,湖南文艺出版社,[美] 迪莉娅·欧文斯  王泽林 ,8.8,20185,◆2019全美现象级畅销小说。登上《纽约时报》《今日美国》、美国亚马逊、北美独立书店四大重量级畅销榜榜首；连续上榜超过57周。 ◆美国国内总销量已逾400万...,https://img3.doubanio.com/view/subject/s/public/s33469693.jpg
焦虑的人, 49.8, 2021-8 ,天津人民出版社,弗雷德里克·巴克曼  孙璐 ,8.5,15273,究竟是何种程度的无奈和绝望，迫使一个中年人在新年来临前的早晨，用一把玩具枪抢劫一家无现金银行。行动失败的劫匪仓皇之中逃进一间位于大楼顶层的待售公寓，里面全都...,https://img2.doubanio.com/view/subject/s/public/s33951431.jpg
飘, 40.00元, 2000-9 ,译林出版社,[美国] 玛格丽特·米切尔  李美华 ,9.3,211921,小说中的故事发生在1861年美国南北战争前夕。生活在南方的少女郝思嘉从小深受南方文化传统的熏陶，可在她的血液里却流淌着野性的叛逆因素。随着战火的蔓廷和生活环...,https://img1.doubanio.com/view/subject/s/public/s1078958.jpg
魔术师, 89.00元, 2023-4 ,上海译文出版社,[爱尔兰] 科尔姆·托宾  柏栎 ,8.8,2219,＊《大师》《布鲁克林》作者科尔姆·托宾最新长篇力作 ＊ 英国弗里欧文学奖获奖作品 ＊ 入选《纽约时报》2021年十大历史小说 ＊《华盛顿邮报》《时尚》《华尔...,https://img1.doubanio.com/view/subject/s/public/s34490089.jpg
人世间（套装共三册）, 238.00元, 2018-1 ,中国青年出版社,梁晓声 ,8.1,9425,《人世间》（三卷本）是著名作家梁晓声的*新长篇小说。全书一百一十五万字，历经数年创作完成。作品以北方省会城市一位周姓平民子弟的生活轨迹为线索，从二十世纪七十...,https://img9.doubanio.com/view/subject/s/public/s34364306.jpg
仙症, 58.00元, 2020-10 ,北京日报出版社,郑执 ,8.2,14890,幻想自己曾在潜艇服役的精神病人，沈阳机场里寂寞的驱鸟员，穷鬼乐园，酗酒，黑夜，旅行者的浪迹，男孩与父亲的长久的告别……世纪之交的北方城市里，人物始终处于失落...,https://img9.doubanio.com/view/subject/s/public/s33735176.jpg
出生意愿确认, 49.00元, 2024-1 ,广西师范大学出版社,李琴峰  烨伊 ,7.3,549,🛰内容简介 50年后，人类生育领域科技树到达顶峰，胎儿在预产期的两周前能自己决定“是否分娩”。最终是“出生”还是“退出”，父母都要接受孩子的意愿。如果违背胎...,https://img9.doubanio.com/view/subject/s/public/s34737986.jpg
晚春情话, 68, 2024-2-14 ,人民文学出版社,韩松落 ,9.1,192,【编辑推荐】 拾荒人、异乡人、浪人、狂人——韩松落 并非所有人都要唱同一首歌，他有属于自己的乐章 他孤身一人，内心有不为人知的疯狂和快乐 他像是，远处没被人...,https://img1.doubanio.com/view/subject/s/public/s34775960.jpg
海漄怪奇故事集, 56.00元, 2024-1 ,新星出版社,海漄 ,7.7,201,收录2023雨果奖最佳短中篇《时空画师》+7篇口碑佳作+2篇神秘新作 内藏《千里江山图》局部拉页 从怪奇诡谲到恍然大悟，海漄不只有《时空画师》！ 钱莉芳、张...,https://img3.doubanio.com/view/subject/s/public/s34746932.jpg
棋王·树王·孩子王 : 阿城文集 之一, 58.00, 2016-3-1 ,江苏凤凰文艺出版社,阿城 ,9.3,28359,此次出版的是阿城先生亲自编订的最新版本，增添了许多以往版本所不具备的内容。 内容包括以往版本都有的《棋王》《树王》《孩子王》三篇中篇小说，以及以往版本所不具...,https://img3.doubanio.com/view/subject/s/public/s28688273.jpg
当我们不再理解世界, 59.00元, 2022-9-1 ,人民文学出版社,[智利]本哈明·拉巴图特  施杰 ,8.3,21015,◆编辑推荐： ★二〇二一年国际布克奖、美国国家图书奖短名单作品！ ★入选二〇二一年度《纽约时报书评周刊》十大好书！ ★入选奥巴马二〇二一年夏季阅读书单！ ★...,https://img1.doubanio.com/view/subject/s/public/s34295659.jpg
夜奔, 188, 2024-3 ,广东人民出版社,苏生 ,8.6,106,长篇小说《夜奔》是一部当代中国京剧艺术的史诗，是四代女性京剧艺人在时代洪流中的心灵史和生命之书，更是传统中国文化筋骨在80年世代变迁中百折不挠的精神传承。 ...,https://img1.doubanio.com/view/subject/s/public/s34732598.jpg
没有人给他写信的上校, 35.00元, 2018-6 ,南海出版公司,[哥伦比亚]加西亚·马尔克斯  陶玉平 ,8.7,9792,★ 【全新雅致开本、典藏封面】 ★ 五十六年了，上校唯一做过的事情就是等待。 《没有人给他写信的上校》是加西亚•马尔克斯最负盛名的中篇小说，在世界文学史上与...,https://img1.doubanio.com/view/subject/s/public/s29787630.jpg
平原上的摩西, 59, 2021-4 ,北京日报出版社,双雪涛 ,8.2,21893,《平原上的摩西》是小说家双雪涛的代表作，收录十篇极具风格的中短篇小说，以同名作品最为经典：1995年艳粉街的平安夜，一场大雪掩藏的谜案，一次未赴之约，一颗心...,https://img9.doubanio.com/view/subject/s/public/s33855006.jpg
最小的海, 49.00元, 2023-9 ,新星出版社,叶昕昀 ,7.5,1504,《最小的海》是90后作家叶昕昀的首部小说集。八个关于爱欲与宽恕的故事，见证孤独之人彼此贴近的瞬间：瘸腿的女人与独眼的男人，相约去寺庙看孔雀；一对性情水火不容...,https://img9.doubanio.com/view/subject/s/public/s34645536.jpg
金锁记, 13.5元, 2005-6 ,哈尔滨出版社,张爱玲 ,8.6,62966,《金锁记》写于1943年，小说描写了一个小商人家庭出身的女子曹七巧的心灵变迁历程。七巧做过残疾人的妻子，欲爱而不能爱，几乎像疯子一样在姜家过了30年。在财欲...,https://img9.doubanio.com/view/subject/s/public/s2976745.jpg
未来学大会, 42.00元, 2021-8 ,译林出版社,[波] 斯坦尼斯瓦夫·莱姆  许东华 ,9.1,11415,👾如果可以选择，是直面悲惨的现实，还是用致幻剂营造虚假幻象？ 👾波兰科幻大师莱姆代表作之一，以科学幽默和辛辣讽刺勾画人类未来。 【编辑推荐】 🌟波兰科幻大师...,https://img9.doubanio.com/view/subject/s/public/s33925034.jpg
百年孤独 : 50周年纪念版, 55.00元, 2017-8 ,南海出版公司,[哥伦比亚] 加西亚·马尔克斯  范晔 ,9.5,23916,《百年孤独》是魔幻现实主义文学的代表作，描写了布恩迪亚家族七代人的传奇故事，以及加勒比海沿岸小镇马孔多的百年兴衰，反映了拉丁美洲一个世纪以来风云变幻的历史。...,https://img3.doubanio.com/view/subject/s/public/s33542403.jpg
时空旅行者的沙漏, 48.00, 2021-5 ,新星出版社,[日] 方丈贵惠  穆迪 ,7.5,4468,第29届鲇川哲也奖获奖作！ 发生在孤岛别墅中的连续杀人案 为拯救爱人而穿越时空搜查真凶 时间旅行 x 本格推理 一口气读到底！ ◎拥有魔术盒的魅力，不知会...,https://img1.doubanio.com/view/subject/s/public/s33880048.jpg
基督山伯爵, 138, 2018-10 ,译林出版社,[法]大仲马  周克希 ,9.2,11611,《基督山伯爵》是法国文学必读名著，影响一批中国作家，包括金庸、余华、木心等。 译者周克希系资深翻译家。他的译作颇多，文笔优美、流畅，深得广大读者的厚爱。 译...,https://img1.doubanio.com/view/subject/s/public/s33708508.jpg
一地鸡毛, 29.00元, 2011-9-1 ,长江文艺出版社,刘震云 ,8.5,6596,《一地鸡毛》是刘震云的中短篇小说集，收录的小说除了被改编为影视作品而被大众耳熟能详的《一地鸡毛》外，还有《塔铺》《头人》《新兵连》《单位》《口信》和《土塬鼓...,https://img3.doubanio.com/view/subject/s/public/s7638073.jpg
包法利夫人, CNY 28.00, 2003-1-1 ,人民文学出版社,福楼拜  李健吾 ,9.1,22245,《包法利夫人》于1856-1857年间在《巴黎杂志》上连载，轰动文坛，在社会上引起轩然大波。法当局对作者提起公诉，指控小说“伤风败俗、亵渎宗教”，并传唤作者...,https://img1.doubanio.com/view/subject/s/public/s34356439.jpg
七叶树, 58.00元, 2024-3 ,江苏凤凰文艺出版社、江苏文艺出版社,东坡柚 ,9.0,85,世上真的有“完美妻子”吗？娶到一个完美妻子，要付出怎样的代价？ 自从朋友娶了她，家庭事业蒸蒸日上。然而，我们其他人的生活却渐渐走向分崩离析，捆绑联结我们友谊...,https://img3.doubanio.com/view/subject/s/public/s34808967.jpg
失明症漫记, 29.50元, 2014-2 ,南海出版公司,[葡] 若泽·萨拉马戈  范维信 ,9.1,38123,你为什么会写这样一部冷酷的作品？ 虽然我活得很好，但这个世界却不好。 ---------------------------------------- 诺贝...,https://img1.doubanio.com/view/subject/s/public/s27217828.jpg
一生悬命, 49.90, 2023-12-15 ,江苏凤凰文艺出版社,陆春吾 ,8.2,691,既然被逼得没了退路，就把眼前的绝路搏成生路！ -------------------------------------------------------...,https://img9.doubanio.com/view/subject/s/public/s34718096.jpg
蛤蟆先生去看心理医生, 38.00元, 2020-8-1 ,天津人民出版社,[英] 罗伯特·戴博德  陈赢 ,8.4,155159,蛤蟆先生一向爱笑爱闹，如今却一反常态地郁郁寡欢，他一个人躲在屋里，连起床梳洗的力气都没有。朋友们非常担心他，建议他去做心理咨询。在10次心理咨询中，蛤蟆在咨...,https://img1.doubanio.com/view/subject/s/public/s33941998.jpg
平乐县志, 78, 2023-10 ,上海三联书店,颜歌 ,8.4,718,《纽约客》年度图书得主、《纽约时报》年度关注图书得主 颜歌全新中文长篇小说 “平乐镇系列”重磅归来 一部后现代的“三言二拍” 一座世相起落的川西小镇和它背后...,https://img9.doubanio.com/view/subject/s/public/s34680045.jpg
笑傲江湖（全四册）, 76.80元, 1994-5 ,生活·读书·新知三联书店,金庸 ,9.1,111532,《笑傲江湖》是金庸1967年写的一部武侠小说，属于金庸的后期作品。,https://img9.doubanio.com/view/subject/s/public/s2157335.jpg
棋王, 48.00元, 2019-4 ,上海三联书店,阿城 ,9.1,23273,《棋王》收录“三王”小说经典，珍贵文献、星星美展插画、《今天》杂志油印创作谈等一并收入，呈现文字手艺人阿城先生的温度与风度。 “从世俗小说的样貌来说，《棋王...,https://img2.doubanio.com/view/subject/s/public/s32281341.jpg
坦白, 58, 2024-1 ,上海译文出版社,[意] 多梅尼科·斯塔尔诺内  陈英、邓阳 ,8.3,190,“我把没人知道的事告诉你了。” “我也一样。” “我们现在真是抓住了对方的把柄，再也不能分开了。” —————————————————————————— 彼...,https://img3.doubanio.com/view/subject/s/public/s34758953.jpg
寒夜无声, 52.00元, 2023-11 ,湖南文艺出版社,吴忠全 ,7.6,1981,1996年，刚刚转为正式工便下岗的王相佑阴差阳错因一起犯罪案件被刑警程松岩抓捕，被判入狱。 2006年，刚刚出狱的王相佑又犯下罪行。因破获凶杀案被提升为刑警...,https://img2.doubanio.com/view/subject/s/public/s34681001.jpg
失去的过去与未来的犯罪, 49.80, 2024-3 ,湖南文艺出版社,[日] 小林泰三  曹逸冰 ,8.8,156,欢迎来到一个充满神秘感和人类未来可能性的新世界。 某年某月某日，女高中生梨乃发现自己的记忆变得断断续续。同样的现象席卷全世界，人类陷入恐慌……几十年过去，失...,https://img9.doubanio.com/view/subject/s/public/s34767874.jpg
河边的错误, 2018-1-1, 时代文艺出版社 ,余华,,7.7,8744,《河边的错误》收录了余华先最具代表性的四部中篇小说。小说以一种冷静的笔调描写死亡、血腥与暴力，并在此基础上揭示人性的残酷与存在的荒谬。 一个被河溪环绕的小镇...,https://img1.doubanio.com/view/subject/s/public/s29659688.jpg
如雪如山, 58, 2022-4-1 ,人民文学出版社,张天翼 ,8.5,22736,○ 没有一个女人，是微不足道的 ○ 她们隐秘的悲喜与爱憎，如此迥异，又彼此相通 ○ 李敬泽、梁永安、张莉、笛安 众多名家诚意推荐 ○ 青年实力作家 张天翼 ...,https://img2.doubanio.com/view/subject/s/public/s34201041.jpg
无人逝去, 45.00元, 2023-7 ,四川文艺出版社,[日] 白井智之  姚奕崴 ,6.8,3339,★2019本格推理BEST10 ★致敬阿加莎·克里斯蒂《无人生还》 ★屡获大奖的日本新锐推理小说作家白井智之炫技神作重磅引进！ ★5大经典推理手法，5重颠覆...,https://img9.doubanio.com/view/subject/s/public/s34565616.jpg
他人, 48.00元, 2023-4 ,台海出版社,[韩] 姜禾吉  简郁璇 ,8.4,1395,★韩国文学至高荣誉——韩民族文学奖获奖作品，韩国《中央日报》推荐好书。《他人》体现出女性对女性的诚实。 她们都是受害者，她们也是加害者。不仅是来自受害者的漫...,https://img3.doubanio.com/view/subject/s/public/s34527057.jpg
第七天, 49, 2023-1 ,新星出版社,余华 ,8.8,9590,★意大利波特利·拉特斯·格林扎纳文学奖 ★华语文学传媒大奖·年度杰出作家 ★《亚洲周刊》年度十大小说 一个灵魂用七天讲述自己一生的故事。 一个叫杨飞的人死去...,https://img2.doubanio.com/view/subject/s/public/s34398261.jpg
人性的枷锁, 68.00元, 2016-5 ,江西人民出版社,[英] 威廉·萨默塞特·毛姆  张乐 ,9.2,22198,【内容简介】 《人性的枷锁》是毛姆具有自传性质的经典作品，也被认为是首屈一指、流传甚广的重要代表作。 和《月亮和六便士》《面纱》《刀锋》一道，奠定毛姆“故事...,https://img2.doubanio.com/view/subject/s/public/s28758331.jpg
白夜, 48.00元, 2015-1 ,上海译文出版社,陀思妥耶夫斯基 (Ф.М.Достоевский)  榮如德 周樸之 翁文達 ,9.1,8703,《白夜》系19世纪俄国大文豪陀思妥耶夫斯基的中篇小说集，选收名篇《穷人》、《白夜》、《赌徒》。《白夜》描写天真无邪的姑娘娜斯简卡爱上一个年轻的房客，两人约定...,https://img3.doubanio.com/view/subject/s/public/s34711692.jpg
牧羊少年奇幻之旅, 25.00元, 2009-3-1 ,南海出版公司,[巴西] 保罗·柯艾略  丁文林 ,8.5,159151,牧羊少年圣地亚哥接连两次做了同一个梦，梦见埃及金字塔附近藏有一批宝藏。少年卖掉羊群，历尽千辛万苦一路向南，跨海来到非洲，穿越“死亡之海”撒哈拉大沙漠……期间...,https://img3.doubanio.com/view/subject/s/public/s3668327.jpg
马利纳, 65.00元, 2024-1 ,广西师范大学出版社,[奥]英格博格·巴赫曼  王韵沁 ,8.3,104,🌊内容简介： 您好，我是一个不知名的女人，我住在维也纳。 我和马利纳同居，和伊万恋爱。 马利纳在一墙之隔的地方，伊万在电话线的另一端。 我，死于马利纳，活于...,https://img2.doubanio.com/view/subject/s/public/s34739541.jpg
